Time,PH,Temperature,Pressure_Raw,Pressure_Clean
84097.2,8.746,37.109,106.263,106.263
84098.4,8.746,37.097,106.56,106.56
84099.59999999999,8.816,37.097,106.417,106.417
84100.8,8.816,37.183,106.714,106.714
84102.0,8.535,37.22,106.295,106.295
84103.2,8.746,37.244,106.661,106.661
84104.4,8.746,37.244,106.489,106.489
84105.59999999999,8.395,37.22,106.411,106.411
84106.8,8.816,37.097,106.209,106.209
84108.0,8.746,37.121,106.276,106.276
84109.2,8.746,37.134,106.541,106.541
84110.4,8.886,37.097,106.5,106.5
84111.59999999999,8.676,37.244,106.889,106.411
84112.8,8.746,37.109,106.302,106.302
84114.0,8.395,37.22,106.367,106.367
84115.2,8.886,37.134,106.305,106.305
84116.4,8.886,37.097,106.437,106.437
84117.59999999999,8.886,37.22,106.511,106.511
84118.8,8.816,37.097,106.373,106.373
84120.0,8.605,37.244,106.354,106.354
84121.2,8.746,37.109,106.314,106.314
84122.4,8.746,37.134,106.588,106.588
84123.59999999999,8.676,37.195,106.336,106.336
84124.8,8.535,37.244,106.497,106.497
84126.0,7.903,37.208,106.529,106.529
84127.2,8.395,37.22,106.479,106.479
84128.4,7.903,37.22,106.411,106.497
84129.59999999999,8.395,37.22,106.638,106.497
84130.8,7.903,37.134,106.497,106.497
84132.0,7.903,37.22,106.518,106.497
84133.2,8.746,37.097,106.241,106.497
84134.4,8.816,37.097,106.52,106.52
84135.59999999999,8.816,37.22,106.447,106.447
84136.8,8.746,37.109,106.601,106.601
84138.0,8.324,37.134,106.429,106.429
84139.2,8.746,37.244,106.553,106.553
84140.4,8.395,37.22,106.471,106.471
84141.59999999999,8.395,37.22,106.93,106.507
84142.8,8.395,37.22,106.507,106.507
84144.0,8.043,37.183,106.802,106.802
84145.2,8.746,37.109,106.346,106.346
84146.4,7.973,37.22,106.618,106.618
84147.59999999999,8.395,37.22,106.299,106.299
84148.8,8.043,37.208,106.844,106.844
84150.0,8.886,37.097,106.393,106.393
84151.2,8.746,37.109,106.613,106.613
84152.4,8.746,37.22,106.582,106.582
84153.59999999999,8.395,37.22,106.993,106.654
84154.8,8.184,37.183,106.654,106.654
84156.0,8.605,37.134,109.693,106.654
84157.2,8.395,37.22,107.065,106.654
84158.4,8.395,37.097,107.342,106.654
84159.59999999999,8.184,37.183,106.57,106.57
84160.8,8.184,37.097,106.576,106.576
84162.0,8.395,37.22,106.93,106.93
84163.2,8.676,37.22,106.906,106.906
84164.4,8.184,37.134,107.21,107.21
84165.59999999999,8.395,37.22,106.79,106.79
84166.8,8.886,37.244,106.657,106.657
84168.0,9.027,37.097,106.823,106.823
84169.2,8.676,37.244,107.04,106.79
84170.4,8.886,37.257,106.75,106.75
84171.59999999999,8.886,37.183,106.802,106.802
84172.8,8.886,37.109,106.578,106.578
84174.0,8.395,37.22,106.566,106.566
84175.2,8.395,37.183,106.853,106.853
84176.4,8.746,37.134,106.457,106.457
84177.59999999999,9.097,37.097,106.999,106.999
84178.8,8.395,37.22,107.261,107.261
84180.0,8.395,37.097,107.011,107.011
84181.2,8.395,37.22,106.646,106.646
84182.4,8.746,37.121,106.882,106.882
84183.59999999999,8.395,37.22,106.542,106.542
84184.8,8.043,37.183,107.4,107.4
84186.0,8.043,37.097,107.373,106.715
84187.2,8.043,37.134,106.576,106.576
84188.4,8.746,37.097,106.441,106.441
84189.59999999999,8.746,37.121,106.715,106.715
84190.8,8.746,37.183,106.821,106.821
84192.0,8.395,37.22,106.958,106.958
84193.2,8.395,37.22,106.475,106.475
84194.4,8.043,37.22,106.367,106.367
84195.59999999999,8.395,37.22,106.107,106.107
84196.8,8.395,37.109,106.171,106.171
84198.0,8.395,37.22,106.375,106.375
84199.2,8.395,37.097,106.552,106.552
84200.4,8.816,37.134,106.393,106.393
84201.59999999999,8.676,37.244,106.493,106.493
84202.8,8.676,37.134,106.337,106.337
84204.0,9.027,37.121,106.427,106.427
84205.2,8.816,37.244,106.286,106.286
84206.4,9.097,37.097,106.357,106.357
84207.59999999999,8.886,37.257,106.503,106.503
84208.8,9.097,37.121,106.192,106.192
84210.0,9.027,37.121,106.372,106.372
84211.2,8.605,37.134,106.198,106.198
84212.4,8.886,37.121,106.539,106.539
84213.59999999999,8.676,37.244,106.282,106.282
84214.8,8.886,37.134,106.548,106.548
84216.0,8.395,37.244,106.318,106.318
84217.2,8.395,37.244,106.182,106.182
84218.4,8.886,37.121,106.507,106.507
84219.59999999999,9.027,37.109,106.171,106.171
84220.8,8.816,37.244,106.469,106.469
84222.0,8.816,37.244,106.23,106.23
84223.2,8.676,37.244,106.306,106.306
84224.4,8.676,37.244,106.366,106.366
84225.59999999999,9.027,37.121,106.471,106.471
84226.8,9.097,37.134,106.317,106.317
84228.0,8.184,37.244,106.449,106.449
84229.2,9.027,37.121,106.164,106.164
84230.4,9.027,37.232,106.564,106.564
84231.59999999999,9.027,37.121,106.216,106.216
84232.8,8.676,37.257,106.467,106.467
84234.0,8.886,37.121,106.276,106.276
84235.2,8.676,37.244,106.473,106.473
84236.4,8.816,37.269,106.225,106.225
84237.59999999999,8.816,37.232,106.64,106.64
84238.8,8.816,37.134,106.349,106.349
84240.0,8.816,37.134,106.548,106.548
84241.2,8.816,37.244,106.326,106.326
84242.4,8.324,37.134,106.449,106.449
84243.59999999999,8.324,37.232,106.544,106.544
84244.8,8.676,37.257,106.427,106.427
84246.0,8.746,37.269,106.332,106.332
84247.2,8.395,37.244,106.354,106.354
84248.4,8.886,37.121,106.415,106.415
84249.59999999999,8.816,37.269,106.34,106.34
84250.8,8.816,37.232,106.827,106.827
84252.0,8.886,37.121,106.802,106.802
84253.2,9.027,37.121,107.081,106.827
84254.4,8.886,37.121,106.842,106.842
84255.59999999999,8.886,37.134,106.872,106.872
84256.8,8.886,37.121,106.782,106.782
84258.0,8.886,37.244,107.332,107.332
84259.2,8.816,37.269,107.323,107.323
84260.4,8.395,37.257,107.525,107.525
84261.59999999999,8.395,37.257,108.506,107.332
84262.8,8.605,37.121,108.392,107.323
84264.0,8.324,37.269,107.315,107.315
84265.2,8.395,37.257,106.946,106.946
84266.4,8.746,37.269,106.612,106.612
84267.59999999999,8.676,37.269,106.572,106.572
84268.8,8.746,37.121,106.738,106.738
84270.0,8.605,37.121,107.281,106.683
84271.2,8.535,37.121,107.209,106.683
84272.4,8.324,37.134,106.891,106.891
84273.59999999999,8.324,37.244,106.601,106.601
84274.8,8.114,37.257,106.615,106.615
84276.0,8.254,37.269,106.512,106.512
84277.2,8.324,37.121,106.683,106.683
84278.4,8.324,37.244,106.429,106.429
84279.59999999999,8.254,37.134,106.465,106.465
84280.8,8.324,37.121,106.164,106.164
84282.0,8.324,37.257,106.223,106.223
84283.2,7.833,37.244,106.218,106.218
84284.4,8.324,37.244,106.322,106.322
84285.59999999999,8.324,37.244,106.529,106.529
84286.8,8.324,37.244,106.362,106.362
84288.0,8.324,37.257,106.499,106.499
84289.2,8.324,37.257,106.287,106.287
84290.4,8.535,37.109,106.777,106.405
84291.59999999999,8.043,37.134,106.469,106.469
84292.8,8.324,37.121,106.404,106.404
84294.0,8.535,37.097,106.281,106.281
84295.2,8.605,37.097,106.405,106.405
84296.4,8.605,37.208,106.481,106.481
84297.59999999999,8.324,37.244,106.238,106.238
84298.8,8.324,37.208,106.629,106.629
84300.0,8.324,37.257,106.251,106.251
84301.2,8.324,37.134,106.509,106.509
84302.4,8.324,37.134,106.321,106.321
84303.59999999999,8.324,37.257,106.407,106.407
84304.8,7.833,37.244,106.278,106.278
84306.0,8.605,37.109,106.43,106.43
84307.2,8.324,37.121,106.244,106.244
84308.4,8.324,37.121,106.236,106.236
84309.59999999999,8.254,37.244,106.29,106.29
84310.8,8.254,37.244,106.322,106.322
84312.0,8.254,37.244,106.39,106.39
84313.2,8.254,37.244,106.254,106.254
84314.4,8.605,37.109,106.374,106.374
84315.59999999999,7.622,37.22,106.347,106.347
84316.8,7.622,37.22,106.507,106.507
84318.0,7.622,37.183,106.299,106.299
84319.2,7.622,37.22,106.483,106.483
84320.4,7.833,37.244,106.19,106.19
84321.59999999999,7.622,37.244,106.445,106.445
84322.8,7.622,37.244,106.25,106.25
84324.0,7.692,37.183,106.562,106.3
84325.2,8.324,37.269,106.3,106.3
84326.4,7.622,37.22,106.538,106.3
84327.59999999999,7.833,37.244,106.262,106.3
84328.8,8.324,37.22,106.335,106.3
84330.0,8.324,37.269,106.3,106.3
84331.2,8.324,37.097,106.317,106.317
84332.4,7.692,37.183,106.67,106.335
84333.59999999999,7.692,37.244,106.485,106.485
84334.8,7.692,37.134,106.497,106.497
84336.0,8.114,37.244,106.27,106.27
84337.2,8.324,37.257,106.563,106.563
84338.4,8.324,37.121,106.627,106.627
84339.59999999999,8.324,37.244,106.709,106.709
84340.8,8.324,37.134,106.64,106.64
84342.0,8.605,37.097,106.907,106.907
84343.2,8.324,37.269,106.875,106.875
84344.4,8.324,37.244,106.849,106.849
84345.59999999999,8.114,37.244,106.793,106.793
84346.8,8.324,37.121,106.746,106.746
84348.0,8.324,37.134,106.656,106.656
84349.2,8.184,37.257,106.575,106.575
84350.4,8.184,37.232,106.504,106.504
84351.59999999999,8.184,37.121,106.515,106.515
84352.8,8.184,37.121,106.372,106.372
84354.0,8.184,37.232,106.612,106.612
84355.2,8.324,37.121,106.308,106.308
84356.4,7.973,37.257,106.511,106.511
84357.59999999999,8.324,37.134,106.289,106.289
84358.8,8.184,37.269,106.516,106.516
84360.0,7.833,37.244,106.445,106.445
84361.2,8.184,37.121,106.595,106.595
84362.4,8.184,37.134,106.545,106.545
84363.59999999999,8.184,37.121,106.451,106.451
84364.8,8.184,37.269,106.4,106.4
84366.0,8.184,37.121,106.451,106.451
84367.2,8.184,37.183,106.395,106.395
84368.4,7.763,37.134,106.564,106.564
84369.59999999999,7.763,37.208,106.326,106.326
84370.8,8.324,37.257,106.447,106.447
84372.0,8.324,37.171,106.274,106.274
84373.2,7.482,37.183,106.65,106.65
84374.4,7.482,37.121,106.224,106.224
84375.59999999999,7.482,37.121,106.539,106.539
84376.8,7.622,37.183,106.442,106.442
84378.0,7.622,37.22,106.698,106.698
84379.2,7.622,37.22,106.359,106.359
84380.4,7.622,37.134,106.608,106.608
84381.59999999999,7.622,37.257,106.327,106.327
84382.8,7.622,37.134,106.556,106.556
84384.0,7.622,37.134,106.397,106.397
84385.2,7.763,37.134,106.537,106.537
84386.4,8.114,37.244,106.298,106.298
84387.59999999999,8.043,37.134,106.668,106.668
84388.8,8.886,37.121,106.507,106.507
84390.0,8.886,37.171,106.836,106.836
84391.2,8.886,37.257,106.766,106.766
84392.4,8.886,37.121,107.01,107.01
84393.59999999999,8.886,37.109,106.829,106.829
84394.8,8.395,37.244,107.024,107.024
84396.0,8.395,37.22,106.858,106.858
84397.2,8.395,37.244,106.833,106.833
84398.4,8.886,37.097,106.592,106.592
84399.59999999999,8.886,37.134,106.656,106.656
84400.8,8.184,37.134,106.493,106.493
84402.0,8.886,37.097,106.516,106.516
84403.2,8.886,37.22,106.546,106.546
84404.4,8.886,37.121,106.523,106.523
84405.59999999999,8.676,37.244,106.433,106.433
84406.8,8.676,37.134,106.56,106.56
84408.0,8.886,37.097,106.588,106.588
84409.2,8.886,37.208,106.485,106.485
84410.4,8.886,37.22,106.487,106.487
84411.59999999999,8.886,37.097,106.297,106.297
84412.8,8.746,37.121,106.435,106.435
84414.0,8.184,37.134,106.397,106.397
84415.2,8.184,37.183,106.598,106.431
84416.4,8.184,37.134,106.437,106.437
84417.59999999999,8.605,37.22,106.431,106.431
84418.8,8.605,37.22,106.387,106.431
84420.0,8.746,37.097,106.381,106.431
84421.2,8.605,37.22,106.423,106.423
84422.4,8.746,37.072,106.589,106.431
84423.59999999999,8.746,37.134,106.413,106.413
84424.8,8.746,37.22,106.55,106.55
84426.0,8.605,37.22,106.443,106.443
84427.2,8.746,37.072,106.533,106.533
84428.4,8.605,37.134,106.493,106.493
84429.59999999999,8.535,37.22,106.518,106.518
84430.8,8.746,37.134,106.317,106.493
84432.0,8.746,37.134,106.509,106.509
84433.2,8.746,37.072,106.302,106.302
84434.4,8.535,37.22,106.435,106.435
84435.59999999999,8.605,37.097,106.325,106.325
84436.8,8.605,37.134,106.552,106.552
84438.0,8.746,37.072,106.733,106.733
84439.2,8.746,37.208,106.924,106.924
84440.4,8.746,37.072,106.757,106.757
84441.59999999999,8.535,37.22,106.491,106.491
84442.8,8.746,37.072,106.414,106.414
84444.0,8.605,37.22,106.467,106.467
84445.2,8.535,37.22,106.686,106.491
84446.4,8.605,37.22,106.542,106.542
84447.59999999999,8.605,37.22,106.746,106.491
84448.8,8.605,37.208,106.449,106.449
84450.0,8.746,37.072,106.533,106.533
84451.2,8.535,37.22,106.475,106.475
84452.4,8.605,37.22,106.65,106.65
84453.59999999999,8.816,37.072,106.454,106.454
84454.8,8.395,37.208,106.525,106.525
84456.0,8.605,37.22,106.383,106.383
84457.2,8.605,37.22,106.399,106.399
84458.4,8.605,37.208,106.641,106.399
84459.59999999999,8.816,37.072,106.553,106.399
84460.8,8.395,37.22,106.375,106.375
84462.0,8.746,37.22,106.383,106.383
84463.2,8.746,37.208,106.553,106.553
84464.4,8.746,37.183,106.506,106.506
84465.59999999999,8.816,37.072,106.601,106.601
84466.8,8.816,37.134,106.76,106.76
84468.0,8.816,37.22,107.436,107.436
84469.2,8.816,37.22,107.532,107.532
84470.4,8.676,37.22,107.245,107.245
84471.59999999999,8.886,37.072,106.924,107.349
84472.8,8.605,37.134,107.41,107.41
84474.0,8.605,37.134,107.334,107.334
84475.2,8.324,37.22,107.349,107.349
84476.4,8.184,37.097,107.07,107.334
84477.59999999999,8.184,37.269,107.287,107.287
84478.8,8.535,37.134,107.123,107.123
84480.0,8.535,37.232,107.338,107.338
84481.2,8.324,37.134,106.816,106.816
84482.4,8.746,37.121,106.687,106.687
84483.59999999999,8.746,37.257,106.742,106.742
84484.8,8.535,37.269,106.716,106.716
84486.0,8.535,37.269,106.34,106.679
84487.2,8.535,37.232,106.632,106.632
84488.4,8.395,37.269,106.233,106.679
84489.59999999999,8.605,37.294,106.511,106.511
84490.8,8.395,37.269,106.368,106.679
84492.0,8.605,37.294,106.774,106.679
84493.2,8.605,37.232,106.692,106.692
84494.4,8.605,37.294,106.679,106.679
84495.59999999999,8.746,37.121,106.364,106.364
84496.8,8.605,37.269,106.58,106.58
84498.0,8.395,37.269,106.352,106.352
84499.2,8.605,37.121,106.507,106.507
84500.4,8.605,37.121,106.22,106.22
84501.59999999999,8.395,37.269,106.42,106.42
84502.8,8.395,37.269,106.225,106.225
84504.0,8.746,37.121,106.579,106.579
84505.2,8.746,37.232,106.284,106.284
84506.4,8.676,37.121,106.411,106.411
84507.59999999999,8.746,37.121,106.312,106.312
84508.8,8.605,37.294,106.415,106.415
84510.0,8.676,37.121,106.435,106.435
84511.2,7.763,37.232,107.57,107.57
84512.4,7.763,37.232,108.003,108.003
84513.59999999999,8.254,37.269,107.63,107.63
84514.8,7.482,37.257,107.321,107.321
84516.0,7.692,37.134,107.446,107.446
84517.2,7.692,37.134,107.669,107.669
84518.4,7.763,37.121,107.305,107.305
84519.59999999999,7.763,37.269,106.776,106.776
84520.8,7.763,37.232,106.883,106.883
84522.0,7.903,37.121,106.898,106.898
84523.2,7.903,37.232,107.282,107.282
84524.4,7.763,37.171,107.367,107.367
84525.59999999999,7.763,37.121,107.077,107.077
84526.8,7.763,37.134,106.776,106.776
84528.0,7.973,37.121,106.687,106.687
84529.2,7.271,37.244,106.497,106.497
84530.4,7.271,37.134,106.588,106.588
84531.59999999999,7.903,37.257,106.403,106.403
84532.8,8.184,37.121,106.647,106.647
84534.0,8.184,37.208,106.485,106.485
84535.2,8.114,37.257,106.579,106.579
84536.4,8.254,37.121,106.288,106.288
84537.59999999999,8.184,37.121,106.483,106.483
84538.8,8.184,37.134,106.576,106.576
84540.0,8.324,37.109,106.314,106.314
84541.2,8.324,37.097,106.197,106.197
84542.4,8.324,37.183,106.602,106.602
84543.59999999999,8.324,37.208,106.649,106.649
84544.8,8.324,37.134,106.421,106.421
84546.0,8.324,37.22,106.307,106.307
84547.2,8.324,37.257,106.455,106.455
84548.4,8.324,37.22,106.171,106.171
84549.59999999999,7.833,37.244,106.398,106.398
84550.8,8.324,37.121,106.192,106.192
84552.0,8.324,37.244,106.178,106.178
84553.2,8.324,37.134,106.381,106.381
84554.4,8.324,37.121,106.136,106.136
84555.59999999999,8.254,37.244,106.25,106.25
84556.8,8.324,37.121,106.224,106.224
84558.0,8.324,37.195,106.256,106.256
84559.2,8.324,37.183,106.542,106.293
84560.4,8.324,37.183,106.347,106.347
84561.59999999999,7.833,37.22,106.463,106.463
84562.8,8.324,37.134,106.293,106.293
84564.0,8.114,37.22,106.594,106.594
84565.2,8.114,37.22,106.335,106.335
84566.4,8.324,37.121,106.483,106.483
84567.59999999999,8.043,37.134,106.517,106.517
84568.8,8.324,37.097,106.684,106.684
84570.0,8.324,37.257,106.467,106.467
84571.2,8.324,37.22,106.538,106.538
84572.4,8.324,37.22,106.375,106.375
84573.59999999999,8.324,37.109,106.231,106.231
84574.8,8.324,37.183,106.674,106.674
84576.0,8.114,37.22,106.287,106.287
84577.2,8.324,37.244,106.206,106.206
84578.4,8.324,37.183,106.574,106.574
84579.59999999999,8.324,37.134,106.568,106.568
84580.8,8.324,37.244,106.222,106.222
84582.0,8.324,37.134,106.465,106.465
84583.2,8.324,37.109,106.649,106.649
84584.4,7.622,37.22,107.029,107.029
84585.59999999999,8.114,37.244,107.316,107.316
84586.8,8.043,37.257,107.397,107.397
84588.0,7.692,37.244,107.32,107.32
84589.2,7.482,37.244,106.809,107.229
84590.4,7.622,37.121,107.229,107.229
84591.59999999999,7.271,37.22,106.898,106.898
84592.8,7.271,37.22,107.137,107.137
84594.0,7.692,37.121,106.667,106.667
84595.2,7.622,37.244,107.064,107.064
84596.4,7.763,37.097,106.588,106.588
84597.59999999999,7.692,37.097,106.552,106.552
84598.8,7.271,37.22,106.103,106.103
84600.0,7.763,37.097,106.209,106.209
84601.2,7.763,37.134,106.178,106.178
84602.4,7.763,37.097,106.245,106.245
84603.59999999999,8.184,37.072,106.183,106.183
84604.8,8.114,37.22,106.319,106.319
84606.0,7.341,37.22,106.435,106.435
84607.2,8.184,37.097,106.345,106.345
84608.4,8.184,37.097,106.138,106.138
84609.59999999999,7.482,37.22,106.287,106.287
84610.8,7.692,37.22,106.259,106.259
84612.0,7.763,37.22,106.231,106.231
84613.2,7.763,37.183,106.578,106.259
84614.4,8.395,37.22,106.131,106.131
84615.59999999999,8.605,37.121,106.308,106.308
84616.8,8.605,37.22,106.052,106.052
84618.0,8.605,37.22,106.403,106.403
84619.2,8.605,37.244,106.13,106.13
84620.4,8.605,37.109,106.37,106.37
84621.59999999999,8.605,37.134,106.094,106.094
84622.8,8.605,37.22,106.423,106.423
84624.0,8.395,37.22,106.187,106.187
84625.2,8.395,37.183,106.566,106.566
84626.4,8.676,37.121,106.14,106.14
84627.59999999999,8.605,37.121,106.332,106.332
84628.8,8.605,37.097,106.297,106.297
84630.0,8.605,37.183,106.203,106.203
84631.2,7.833,37.244,106.449,106.449
84632.4,8.254,37.244,106.266,106.266
84633.59999999999,8.324,37.121,106.563,106.563
84634.8,8.324,37.121,106.216,106.216
84636.0,7.763,37.134,106.545,106.545
84637.2,8.324,37.134,106.17,106.17
84638.4,8.324,37.269,106.472,106.472
84639.59999999999,7.622,37.134,106.321,106.321
84640.8,7.411,37.244,106.501,106.501
84642.0,7.411,37.183,106.295,106.295
84643.2,8.324,37.121,106.348,106.348
84644.4,8.324,37.232,106.272,106.272
84645.59999999999,8.254,37.121,106.356,106.356
84646.8,8.114,37.244,106.266,106.266
84648.0,8.324,37.121,106.292,106.292
84649.2,8.184,37.121,106.292,106.292
84650.4,8.184,37.244,106.182,106.182
84651.59999999999,8.184,37.121,106.328,106.328
84652.8,8.254,37.269,106.053,106.053
84654.0,8.254,37.232,106.592,106.592
84655.2,8.254,37.244,106.182,106.182
84656.4,7.763,37.232,106.532,106.532
84657.59999999999,7.763,37.269,106.169,106.532
84658.8,8.043,37.134,106.56,106.56
84660.0,8.605,37.121,106.236,106.532
84661.2,8.746,37.121,106.535,106.535
84662.4,8.886,37.134,106.285,106.532
84663.59999999999,8.816,37.269,106.468,106.468
84664.8,8.886,37.134,106.297,106.297
84666.0,8.886,37.232,106.644,106.644
84667.2,8.886,37.121,106.232,106.232
84668.4,8.886,37.269,106.476,106.476
84669.59999999999,8.605,37.269,106.344,106.344
84670.8,8.605,37.171,106.489,106.489
84672.0,8.605,37.269,106.281,106.281
84673.2,8.605,37.244,106.585,106.585
84674.4,8.395,37.257,106.092,106.092
84675.59999999999,8.746,37.269,106.408,106.408
84676.8,8.746,37.22,106.391,106.391
84678.0,8.395,37.244,106.717,106.717
84679.2,8.395,37.121,106.842,106.842
84680.4,8.324,37.121,106.91,106.91
84681.59999999999,8.324,37.232,107.362,106.842
84682.8,8.324,37.244,107.204,106.842
84684.0,7.622,37.269,106.931,106.931
84685.2,7.763,37.134,106.796,106.796
84686.4,7.692,37.269,106.879,106.879
84687.59999999999,7.763,37.121,106.834,106.834
84688.8,7.763,37.109,106.669,106.669
84690.0,7.763,37.22,106.542,106.542
84691.2,7.763,37.097,106.385,106.385
84692.4,7.763,37.097,106.333,106.333
84693.59999999999,7.763,37.183,106.414,106.414
84694.8,7.763,37.097,106.377,106.377
84696.0,7.763,37.208,106.405,106.405
84697.2,7.763,37.22,106.339,106.339
84698.4,7.763,37.22,106.379,106.379
84699.59999999999,7.763,37.134,106.273,106.273
84700.8,7.692,37.22,106.215,106.215
84702.0,7.692,37.22,106.263,106.263
84703.2,7.763,37.097,106.548,106.273
84704.4,7.692,37.244,106.346,106.273
84705.59999999999,7.692,37.134,106.588,106.273
84706.8,7.763,37.121,106.26,106.26
84708.0,7.763,37.097,106.285,106.285
84709.2,7.763,37.109,106.402,106.402
84710.4,7.763,37.244,106.202,106.202
84711.59999999999,7.903,37.109,106.378,106.378
84712.8,7.271,37.22,106.235,106.235
84714.0,7.271,37.22,106.379,106.235
84715.2,7.763,37.121,106.232,106.232
84716.4,7.763,37.22,106.542,106.247
84717.59999999999,7.763,37.121,106.212,106.212
84718.8,7.622,37.244,106.354,106.247
84720.0,7.622,37.134,106.273,106.247
84721.2,7.763,37.097,106.205,106.247
84722.4,7.763,37.109,106.247,106.247
84723.59999999999,7.201,37.134,106.247,106.247
84724.8,7.763,37.171,106.337,106.337
84726.0,7.763,37.134,106.313,106.313
84727.2,7.763,37.121,106.304,106.304
84728.4,7.763,37.208,106.401,106.401
84729.59999999999,7.763,37.121,106.384,106.384
84730.8,7.763,37.183,106.279,106.279
84732.0,7.622,37.269,106.588,106.588
84733.2,7.692,37.195,106.22,106.22
84734.4,7.692,37.134,106.525,106.525
84735.59999999999,7.552,37.244,106.174,106.174
84736.8,7.763,37.097,106.361,106.361
84738.0,7.763,37.121,106.396,106.396
84739.2,7.482,37.134,106.541,106.541
84740.4,7.482,37.134,106.413,106.413
84741.59999999999,7.763,37.121,106.36,106.36
84742.8,7.271,37.244,106.146,106.413
84744.0,7.271,37.183,106.466,106.466
84745.2,7.271,37.244,106.13,106.413
84746.4,7.692,37.257,106.455,106.455
84747.59999999999,6.917,37.134,106.333,106.333
84748.8,6.917,37.134,106.545,106.545
84750.0,6.917,37.134,106.401,106.401
84751.2,7.06,37.134,106.513,106.513
84752.4,6.917,37.208,106.337,106.337
84753.59999999999,6.917,37.134,106.417,106.417
84754.8,6.917,37.121,106.216,106.216
84756.0,6.917,37.121,106.184,106.184
84757.2,6.917,37.244,106.318,106.318
84758.4,6.917,37.208,106.385,106.385
84759.59999999999,7.271,37.244,106.19,106.19
84760.8,6.917,37.244,106.402,106.402
84762.0,7.06,37.232,106.596,106.385
84763.2,7.763,37.121,106.352,106.352
84764.4,7.763,37.134,106.696,106.402
84765.59999999999,8.043,37.121,106.336,106.336
84766.8,8.184,37.121,106.555,106.555
84768.0,8.184,37.121,106.372,106.372
84769.2,8.043,37.121,106.659,106.659
84770.4,7.973,37.121,106.451,106.451
84771.59999999999,7.903,37.269,106.604,106.604
84772.8,8.043,37.121,106.455,106.455
